^ < s p u p a z z a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < s p u p a z z a r [ V,IND,PST,2,PL,IPFV ] INS(vat) e > $
^ < v e r d i c [ V,COND,1,SG ] DEL(a) r e > $
^ < v e r d i c a [ V,COND,1,SG ] INS(he) r e > $
^ < v e r d i c a r e [ V,COND,1,SG ] INS(i) > $
^ < e d i f i c a [ V,IND,PST,2,SG,PFV ] DEL(re) > $
^ < e d i f i c a r e [ V,IND,PST,2,SG,PFV ] INS(sti) > $
^ < s t e n d e [ V,SBJV,PST,1,SG ] DEL(r) s i > $
^ < s t e n d e r s [ V,SBJV,PST,1,SG ] INS(s) i > $
^ < c r e p a [ V,IND,PRS,2,PL ] DEL(r) e > $
^ < c r e p a r [ V,IND,PRS,2,PL ] INS(t) e > $
^ < i m m i s e r i r [ V,IND,PST,3,PL,PFV ] DEL(e) > $
^ < i m m i s e r i r e [ V,IND,PST,3,PL,PFV ] INS(ono) > $
^ < i n n e s t a [ V,IND,PRS,3,PL ] DEL(re) > $
^ < i n n e s t a r e [ V,IND,PRS,3,PL ] INS(no) > $
^ < c r e s i m a [ V,IND,PST,1,PL,PFV ] DEL(rsi) > $
^ < c r e s i m a r s i [ V,IND,PST,1,PL,PFV ] INS(mmo) > $
^ < s b a t t [ V,SBJV,PRS,3,PL ] DEL(ersi) > $
^ < s b a t t e r s i [ V,SBJV,PRS,3,PL ] INS(ano) > $
^ < r a g g r u p p [ V,COND,2,PL ] DEL(a) r e > $
^ < r a g g r u p p a [ V,COND,2,PL ] INS(e) r e > $
^ < r a g g r u p p a r [ V,COND,2,PL ] INS(est) e > $
^ < c h i a r i r [ V,IND,FUT,2,SG ] DEL(s) i > $
^ < c h i a r i r s [ V,IND,FUT,2,SG ] INS(a) i > $
^ < c i n e m a t o g r a f [ V,IND,FUT,2,SG ] DEL(ar) e > $
^ < c i n e m a t o g r a f a r e [ V,IND,FUT,2,SG ] INS(rai) > $
^ < r a s s o m i g l i a [ V.CVB,PRS ] DEL(re) > $
^ < r a s s o m i g l i a r e [ V.CVB,PRS ] INS(ndo) > $
^ < s g o m e n t a [ V,SBJV,PST,2,SG ] DEL(re) > $
^ < s g o m e n t a r e [ V,SBJV,PST,2,SG ] INS(ssi) > $
^ < f a t t u r [ V,POS,IMP,3,PL ] DEL(are) > $
^ < f a t t u r a r e [ V,POS,IMP,3,PL ] INS(ino) > $
^ < s o r p a s s a [ V,POS,IMP,2,SG ] DEL(re) > $
^ < r i a s s i c u r [ V,COND,1,PL ] DEL(a) r e > $
^ < r i a s s i c u r a [ V,COND,1,PL ] INS(e) r e > $
^ < r i a s s i c u r a r e [ V,COND,1,PL ] INS(mmo) > $
^ < r i n f o r z [ V,POS,IMP,1,PL ] INS(i) a r s i > $
^ < r i n f o r z a [ V,POS,IMP,1,PL ] DEL(rs) i > $
^ < r i n f o r z a r s [ V,POS,IMP,1,PL ] INS(moc) i > $
^ < d i s u m a n i z z a [ V.PTCP,PST ] DEL(rsi) > $
^ < d i s u m a n i z z a r s i [ V.PTCP,PST ] INS(to) > $
^ < i n c o l l a [ V,IND,PRS,3,SG ] DEL(re) > $
^ < c i f r a [ V,IND,PST,1,SG,PFV ] DEL(re) > $
^ < c i f r a r e [ V,IND,PST,1,SG,PFV ] INS(i) > $
^ < a c c i v e t t a [ V,IND,PST,2,SG,PFV ] DEL(re) > $
^ < a c c i v e t t a r e [ V,IND,PST,2,SG,PFV ] INS(sti) > $
^ < e s c o m i [ V,IND,PST,3,SG,PFV ] DEL(are) > $
^ < e s c o m i a r e [ V,IND,PST,3,SG,PFV ] INS(ò) > $
^ < d o g [ V,IND,PST,3,SG,IPFV ] INS(av) a r e > $
^ < d o g a [ V,IND,PST,3,SG,IPFV ] DEL(re) > $
^ < t r a g h e t t a [ V,POS,IMP,2,PL ] DEL(r) e > $
^ < t r a g h e t t a r [ V,POS,IMP,2,PL ] INS(t) e > $
^ < a c c a r e z z [ V,COND,3,PL ] DEL(a) r e > $
^ < a c c a r e z z a [ V,COND,3,PL ] INS(e) r e > $
^ < a c c a r e z z a r e [ V,COND,3,PL ] INS(bbero) > $
^ < a v v e z z [ V,COND,3,SG ] DEL(arsi) > $
^ < a v v e z z a r s i [ V,COND,3,SG ] INS(erebbe) > $
^ < s t r o p i c c i [ V,POS,IMP,3,PL ] DEL(arse) n e > $
^ < s t r o p i c c i a r s e n [ V,POS,IMP,3,PL ] DEL(e) > $
^ < s t r o p i c c i a r s e n e [ V,POS,IMP,3,PL ] INS(o) > $
^ < r i s c o p r [ V,IND,PST,3,SG,PFV ] DEL(ire) > $
^ < r i s c o p r i r e [ V,IND,PST,3,SG,PFV ] INS(ì) > $
^ < r i m p i a t t [ V,SBJV,PRS,2,SG ] DEL(ars) i > $
^ < s o v r a f f a t i c a [ V,SBJV,PST,1,SG ] DEL(re) > $
^ < s o v r a f f a t i c a r e [ V,SBJV,PST,1,SG ] INS(ssi) > $
^ < p r e n d [ V,IND,PST,2,SG,IPFV ] DEL(erl) e > $
^ < p r e n d e r l e [ V,IND,PST,2,SG,IPFV ] INS(vi) > $
^ < d i s d e g n a [ V,SBJV,PST,1,PL ] DEL(re) > $
^ < d i s d e g n a r e [ V,SBJV,PST,1,PL ] INS(ssimo) > $
^ < r i s e r v [ V,IND,PRS,1,PL ] DEL(ars) i > $
^ < r i s e r v a r s i [ V,IND,PRS,1,PL ] INS(amo) > $
^ < a g g i r a [ V,SBJV,PST,3,SG ] DEL(r) s i > $
^ < a g g i r a r s [ V,SBJV,PST,3,SG ] DEL(i) > $
^ < a g g i r a r s i [ V,SBJV,PST,3,SG ] INS(se) > $
^ < i n t e r p o [ V,IND,PST,1,SG,PFV ] DEL(r) s i > $
^ < a c c r e s p a [ V,IND,PST,3,PL,IPFV ] DEL(re) > $
^ < a c c r e s p a r e [ V,IND,PST,3,PL,IPFV ] INS(vano) > $
^ < i n s e c c h i [ V,IND,PST,1,SG,IPFV ] DEL(re) > $
^ < i n s e c c h i r e [ V,IND,PST,1,SG,IPFV ] INS(vo) > $
^ < d i s t r a [ V,IND,PST,3,SG,PFV ] DEL(r) s i > $
^ < d i s t r a r s [ V,IND,PST,3,SG,PFV ] DEL(i) > $
^ < d i s t r a r s i [ V,IND,PST,3,SG,PFV ] INS(se) > $
^ < s u b i [ V,SBJV,PRS,2,SG ] DEL(re) > $
^ < s u b i r e [ V,SBJV,PRS,2,SG ] INS(sca) > $
^ < a g g u a r d [ V,IND,PRS,1,SG ] DEL(are) > $
^ < a g g u a r d a r e [ V,IND,PRS,1,SG ] INS(o) > $
^ < s o s p i r [ V,COND,3,SG ] DEL(a) r e > $
^ < s o s p i r a [ V,COND,3,SG ] INS(e) r e > $
^ < s o s p i r a r [ V,COND,3,SG ] INS(ebb) e > $
^ < c a r a m e l l i z z [ V,IND,PST,3,SG,PFV ] DEL(are) > $
^ < c a r a m e l l i z z a r e [ V,IND,PST,3,SG,PFV ] INS(ò) > $
^ < d i s c h i u d [ V,SBJV,PRS,1,PL ] DEL(ere) > $
^ < d i s c h i u d e r e [ V,SBJV,PRS,1,PL ] INS(iamo) > $
^ < o s s e r v a [ V,IND,PST,2,PL,PFV ] DEL(r) e > $
^ < o s s e r v a r [ V,IND,PST,2,PL,PFV ] INS(st) e > $
^ < s a l v a g u a r d [ V,COND,1,SG ] DEL(ars) i > $
^ < s a l v a g u a r d a r s [ V,COND,1,SG ] INS(ere) i > $
^ < c i r c o s c r i v e r [ V,IND,FUT,3,SG ] DEL(e) > $
^ < c i r c o s c r i v e r e [ V,IND,FUT,3,SG ] INS(à) > $
^ < i m p r o m e t t [ V,IND,PRS,2,SG ] DEL(ere) > $
^ < i m p r o m e t t e r e [ V,IND,PRS,2,SG ] INS(i) > $
^ < i n f o i b [ V,COND,1,SG ] DEL(a) r e > $
^ < i n f o i b a [ V,COND,1,SG ] INS(e) r e > $
^ < i n f o i b a r e [ V,COND,1,SG ] INS(i) > $
^ < s c e m [ V,SBJV,PRS,1,SG ] DEL(are) > $
^ < s c e m a r e [ V,SBJV,PRS,1,SG ] INS(i) > $
^ < o g g e t t u a l i z z a [ V,SBJV,PST,1,PL ] DEL(re) > $
^ < o g g e t t u a l i z z a r e [ V,SBJV,PST,1,PL ] INS(ssimo) > $
^ < s c o l l a c c i [ V,COND,2,SG ] DEL(a) r s i > $
^ < s c o l l a c c i a [ V,COND,2,SG ] INS(e) r s i > $
^ < s c o l l a c c i a r [ V,COND,2,SG ] INS(e) s i > $
^ < s c o l l a c c i a r s [ V,COND,2,SG ] INS(t) i > $
^ < c r i m i n a l i z z a [ V,IND,PST,1,SG,IPFV ] DEL(re) > $
^ < c r i m i n a l i z z a r e [ V,IND,PST,1,SG,IPFV ] INS(vo) > $
^ < a d d u [ V,IND,PRS,3,SG ] DEL(rsi) > $
^ < a d d u r s i [ V,IND,PRS,3,SG ] INS(ce) > $
^ < s t e m p e r [ V,IND,FUT,1,PL ] DEL(a) r e > $
^ < s t e m p e r a [ V,IND,FUT,1,PL ] INS(e) r e > $
^ < s t e m p e r a r e [ V,IND,FUT,1,PL ] INS(mo) > $
^ < s c o n o s c e [ V.PTCP,PRS ] DEL(r) e > $
^ < s c o n o s c e r [ V.PTCP,PRS ] INS(nt) e > $
^ < p r i v a t i z z a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < p r i v a t i z z a r [ V,IND,PST,2,PL,IPFV ] INS(vat) e > $
^ < d e a m b u l a [ V,IND,PST,1,SG,PFV ] DEL(re) > $
^ < d e a m b u l a r e [ V,IND,PST,1,SG,PFV ] INS(i) > $
^ < z a m p e g g i a [ V,IND,PRS,3,SG ] DEL(re) > $
^ < v a g a [ V,IND,PST,3,PL,IPFV ] DEL(re) > $
^ < v a g a r e [ V,IND,PST,3,PL,IPFV ] INS(vano) > $
^ < d i m i s s i o n a [ V.PTCP,PST ] DEL(re) > $
^ < d i m i s s i o n a r e [ V.PTCP,PST ] INS(to) > $
^ < l e s i o n [ V,SBJV,PRS,2,PL ] INS(i) a r e > $
^ < l e s i o n a [ V,SBJV,PRS,2,PL ] DEL(r) e > $
^ < l e s i o n a r [ V,SBJV,PRS,2,PL ] INS(t) e > $
^ < s f o r m [ V,POS,IMP,3,SG ] DEL(are) > $
^ < s f o r m a r e [ V,POS,IMP,3,SG ] INS(i) > $
^ < a r c h e g g i a [ V.CVB,PRS ] DEL(re) > $
^ < a r c h e g g i a r e [ V.CVB,PRS ] INS(ndo) > $
^ < a v v e l a [ V,SBJV,PST,2,PL ] DEL(r) e > $
^ < a v v e l a r [ V,SBJV,PST,2,PL ] INS(st) e > $
^ < i n v e n [ V,SBJV,PRS,3,PL ] DEL(ire) > $
^ < i n v e n i r e [ V,SBJV,PRS,3,PL ] INS(gano) > $
^ < p r e m o n i r [ V,IND,FUT,3,SG ] DEL(e) > $
^ < p r e m o n i r e [ V,IND,FUT,3,SG ] INS(à) > $
^ < i n o c u l [ V,IND,FUT,1,PL ] DEL(a) r e > $
^ < i n o c u l a [ V,IND,FUT,1,PL ] INS(e) r e > $
^ < i n o c u l a r e [ V,IND,FUT,1,PL ] INS(mo) > $
^ < e r a d i c a [ V,SBJV,PST,1,SG ] DEL(re) > $
^ < e r a d i c a r e [ V,SBJV,PST,1,SG ] INS(ssi) > $
^ < r i d i v i d [ V,POS,IMP,1,PL ] DEL(ere) > $
^ < r i d i v i d e r e [ V,POS,IMP,1,PL ] INS(iamo) > $
^ < s m a l t a [ V,IND,PST,1,SG,PFV ] DEL(rs) i > $
^ < s f o l l [ V,SBJV,PRS,1,SG ] DEL(are) > $
^ < s f o l l a r e [ V,SBJV,PRS,1,SG ] INS(i) > $
^ < p r e s i e d e r [ V,IND,FUT,1,SG ] DEL(e) > $
^ < p r e s i e d e r e [ V,IND,FUT,1,SG ] INS(ò) > $
^ < r i a l z [ V,COND,1,PL ] DEL(a) r e > $
^ < r i a l z a [ V,COND,1,PL ] INS(e) r e > $
^ < r i a l z a r e [ V,COND,1,PL ] INS(mmo) > $
^ < m i s f a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < m i s f a r [ V,IND,PST,2,PL,IPFV ] INS(cevat) e > $
^ < r a t i f i c [ V,IND,FUT,2,SG ] INS(her) a r e > $
^ < r a t i f i c a [ V,IND,FUT,2,SG ] DEL(re) > $
^ < r a t i f i c a r e [ V,IND,FUT,2,SG ] INS(i) > $
^ < r i d i m e n s i o n [ V,COND,1,PL ] DEL(arsi) > $
^ < r i d i m e n s i o n a r s i [ V,COND,1,PL ] INS(eremmo) > $
^ < b r i n d a [ V,IND,PST,2,SG,PFV ] DEL(re) > $
^ < b r i n d a r e [ V,IND,PST,2,SG,PFV ] INS(sti) > $
^ < i n v e i [ V,IND,PST,1,PL,IPFV ] DEL(re) > $
^ < i n v e i r e [ V,IND,PST,1,PL,IPFV ] INS(vamo) > $
^ < s t r e m a [ V,IND,PRS,3,SG ] DEL(re) > $
^ < p e r a g r [ V,COND,3,SG ] DEL(a) r e > $
^ < p e r a g r a [ V,COND,3,SG ] INS(e) r e > $
^ < p e r a g r a r [ V,COND,3,SG ] INS(ebb) e > $
^ < a s s a g g [ V,IND,FUT,3,PL ] DEL(iar) e > $
^ < a s s a g g i a r e [ V,IND,FUT,3,PL ] INS(ranno) > $
^ < p u t r e f a [ V,SBJV,PST,2,PL ] DEL(r) e > $
^ < p u t r e f a r [ V,SBJV,PST,2,PL ] INS(cest) e > $
^ < s c o n q u a s s [ V,COND,3,PL ] DEL(arsi) > $
^ < s c o n q u a s s a r s i [ V,COND,3,PL ] INS(erebbero) > $
^ < a m m e z z [ V,POS,IMP,3,SG ] DEL(are) > $
^ < a m m e z z a r e [ V,POS,IMP,3,SG ] INS(i) > $
^ < d i s c i p l i n a [ V.PTCP,PST ] DEL(re) > $
^ < d i s c i p l i n a r e [ V.PTCP,PST ] INS(to) > $
^ < s t o r p i [ V,IND,FUT,3,PL ] INS(er) a r s i > $
^ < s t o r p i a [ V,IND,FUT,3,PL ] DEL(rsi) > $
^ < s t o r p i a r s i [ V,IND,FUT,3,PL ] INS(nno) > $
^ < p e d a l [ V,IND,FUT,3,SG ] DEL(ar) e > $
^ < p e d a l a r e [ V,IND,FUT,3,SG ] INS(rà) > $
^ < v a p o r i z z a [ V,IND,PST,2,SG,IPFV ] DEL(rs) i > $
^ < v a p o r i z z a r s [ V,IND,PST,2,SG,IPFV ] INS(v) i > $
^ < d e s t a g i o n a l i z z [ V,IND,FUT,2,PL ] DEL(a) r e > $
^ < d e s t a g i o n a l i z z a [ V,IND,FUT,2,PL ] INS(e) r e > $
^ < d e s t a g i o n a l i z z a r [ V,IND,FUT,2,PL ] INS(et) e > $
^ < r a v v o l t o l [ V,IND,PRS,1,SG ] DEL(arsi) > $
^ < r a v v o l t o l a r s i [ V,IND,PRS,1,SG ] INS(o) > $
^ < d i g i t a [ V,SBJV,PST,2,PL ] DEL(r) e > $
^ < d i g i t a r [ V,SBJV,PST,2,PL ] INS(st) e > $
^ < c o m m e r c i a l i z z [ V,IND,FUT,3,PL ] DEL(ar) e > $
^ < c o m m e r c i a l i z z a r e [ V,IND,FUT,3,PL ] INS(ranno) > $
^ < g u a r d a [ V,IND,PST,3,PL,IPFV ] DEL(rsene) > $
^ < g u a r d a r s e n e [ V,IND,PST,3,PL,IPFV ] INS(vano) > $
^ < r i c a v [ V,POS,IMP,3,PL ] DEL(are) > $
^ < r i c a v a r e [ V,POS,IMP,3,PL ] INS(ino) > $
^ < r o t e a [ V,IND,PST,2,PL,PFV ] DEL(r) e > $
^ < r o t e a r [ V,IND,PST,2,PL,PFV ] INS(st) e > $
^ < s i l l o g i z z [ V,IND,FUT,2,PL ] DEL(a) r e > $
^ < s i l l o g i z z a [ V,IND,FUT,2,PL ] INS(e) r e > $
^ < s i l l o g i z z a r [ V,IND,FUT,2,PL ] INS(et) e > $
^ < d e n u n z i a [ V,IND,PST,1,SG,IPFV ] DEL(rsi) > $
^ < d e n u n z i a r s i [ V,IND,PST,1,SG,IPFV ] INS(vo) > $
^ < d i s p i e g a [ V.PTCP,PST ] DEL(rsi) > $
^ < d i s p i e g a r s i [ V.PTCP,PST ] INS(to) > $
^ < m u n i c i p a l i z z [ V,IND,PRS,1,PL ] INS(i) a r e > $
^ < m u n i c i p a l i z z a [ V,IND,PRS,1,PL ] DEL(re) > $
^ < m u n i c i p a l i z z a r e [ V,IND,PRS,1,PL ] INS(mo) > $
^ < i p e r t r o f i z z [ V,IND,PST,3,SG,IPFV ] INS(av) a r e > $
^ < i p e r t r o f i z z a [ V,IND,PST,3,SG,IPFV ] DEL(re) > $
^ < p i p [ V,POS,IMP,3,SG ] DEL(are) > $
^ < p i p a r e [ V,POS,IMP,3,SG ] INS(i) > $
^ < n o m [ V,SBJV,PRS,1,PL ] INS(i) a r e > $
^ < n o m a [ V,SBJV,PRS,1,PL ] DEL(re) > $
^ < n o m a r e [ V,SBJV,PRS,1,PL ] INS(mo) > $
^ < a b b r i c c [ V,COND,3,PL ] DEL(a) r e > $
^ < a b b r i c c a [ V,COND,3,PL ] INS(he) r e > $
^ < a b b r i c c a r e [ V,COND,3,PL ] INS(bbero) > $
^ < s t i z z [ V,SBJV,PST,2,SG ] INS(iss) i r e > $
^ < s t i z z i [ V,SBJV,PST,2,SG ] DEL(re) > $
^ < p r o p i z i a [ V,SBJV,PRS,2,PL ] DEL(rsi) > $
^ < p r o p i z i a r s i [ V,SBJV,PRS,2,PL ] INS(te) > $
^ < i n n o v a [ V,SBJV,PST,2,PL ] DEL(r) s i > $
^ < i n n o v a r s [ V,SBJV,PST,2,PL ] DEL(i) > $
^ < i n n o v a r s i [ V,SBJV,PST,2,PL ] INS(te) > $
^ < r i s e r v a [ V,IND,PRS,2,PL ] DEL(rsi) > $
^ < r i s e r v a r s i [ V,IND,PRS,2,PL ] INS(te) > $
^ < i n t e r p e l l [ V,SBJV,PRS,2,PL ] INS(i) a r e > $
^ < i n t e r p e l l a [ V,SBJV,PRS,2,PL ] DEL(r) e > $
^ < i n t e r p e l l a r [ V,SBJV,PRS,2,PL ] INS(t) e > $
^ < e l a s t i c i z z a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < e l a s t i c i z z a r [ V,IND,PST,2,PL,IPFV ] INS(vat) e > $
^ < a m m a n t [ V,COND,1,SG ] DEL(ars) i > $
^ < a m m a n t a r s [ V,COND,1,SG ] INS(ere) i > $
^ < t e m p o r e g g [ V,COND,1,SG ] DEL(ia) r e > $
^ < t e m p o r e g g i a [ V,COND,1,SG ] INS(e) r e > $
^ < t e m p o r e g g i a r e [ V,COND,1,SG ] INS(i) > $
^ < i n t r i d e r e [ V,COND,1,PL ] INS(mmo) > $
^ < n e g a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < n e g a r [ V,IND,PST,2,PL,IPFV ] INS(vat) e > $
^ < a c c o s c [ V,IND,FUT,2,PL ] DEL(iarsi) > $
^ < a c c o s c i a r s i [ V,IND,FUT,2,PL ] INS(erete) > $
^ < a l l u c c h e t t [ V,COND,1,PL ] DEL(a) r e > $
^ < a l l u c c h e t t a [ V,COND,1,PL ] INS(e) r e > $
^ < a l l u c c h e t t a r e [ V,COND,1,PL ] INS(mmo) > $
^ < r i p e r d e [ V,SBJV,PST,3,SG ] DEL(r) e > $
^ < r i p e r d e r [ V,SBJV,PST,3,SG ] INS(ss) e > $
^ < p a c c i a m [ V,IND,FUT,2,SG ] DEL(ar) e > $
^ < p a c c i a m a r e [ V,IND,FUT,2,SG ] INS(rai) > $
^ < c i a b a t t [ V,POS,IMP,3,PL ] DEL(are) > $
^ < c i a b a t t a r e [ V,POS,IMP,3,PL ] INS(ino) > $
^ < s a l i r [ V,IND,PST,3,PL,PFV ] DEL(e) > $
^ < s a l i r e [ V,IND,PST,3,PL,PFV ] INS(ono) > $
^ < s t r e s s a [ V,IND,PST,1,SG,IPFV ] DEL(re) > $
^ < s t r e s s a r e [ V,IND,PST,1,SG,IPFV ] INS(vo) > $
^ < t e r r i f i c [ V,COND,2,SG ] DEL(a) r e > $
^ < t e r r i f i c a [ V,COND,2,SG ] INS(he) r e > $
^ < t e r r i f i c a r e [ V,COND,2,SG ] INS(sti) > $
^ < r i t a r a [ V,SBJV,PST,3,SG ] DEL(r) e > $
^ < r i t a r a r [ V,SBJV,PST,3,SG ] INS(ss) e > $
^ < o r i g i n [ V,SBJV,PRS,2,SG ] DEL(ars) i > $
^ < m a n d u c [ V,IND,PST,3,SG,IPFV ] INS(av) a r e > $
^ < m a n d u c a [ V,IND,PST,3,SG,IPFV ] DEL(re) > $
^ < p r e p r o g r a m m a [ V,IND,PST,1,PL,IPFV ] DEL(re) > $
^ < p r e p r o g r a m m a r e [ V,IND,PST,1,PL,IPFV ] INS(vamo) > $
^ < f r u t t i f i c a [ V,IND,PST,3,PL,IPFV ] DEL(re) > $
^ < f r u t t i f i c a r e [ V,IND,PST,3,PL,IPFV ] INS(vano) > $
^ < s u b o r d i n a [ V,IND,PST,2,PL,PFV ] DEL(r) e > $
^ < s u b o r d i n a r [ V,IND,PST,2,PL,PFV ] INS(st) e > $
^ < s t i m o l a [ V,POS,IMP,2,SG ] DEL(re) > $
^ < f a m i l i a r i z z [ V,IND,FUT,1,SG ] DEL(ar) e > $
^ < f a m i l i a r i z z a r e [ V,IND,FUT,1,SG ] INS(rò) > $
^ < s c o n t o r c [ V,SBJV,PST,1,PL ] DEL(er) e > $
^ < s c o n t o r c e r e [ V,SBJV,PST,1,PL ] INS(ssimo) > $
^ < a l l a r g [ V,SBJV,PRS,1,PL ] DEL(ars) i > $
^ < a l l a r g a r s [ V,SBJV,PRS,1,PL ] INS(h) i > $
^ < a l l a r g a r s i [ V,SBJV,PRS,1,PL ] INS(amo) > $
^ < s p r e m [ V,IND,PST,1,PL,PFV ] DEL(er) e > $
^ < s p r e m e r e [ V,IND,PST,1,PL,PFV ] INS(mmo) > $
^ < s p e n n [ V,IND,FUT,1,SG ] DEL(arsi) > $
^ < s p e n n a r s i [ V,IND,FUT,1,SG ] INS(erò) > $
^ < f a r f u g l i a [ V,IND,PST,1,SG,PFV ] DEL(re) > $
^ < f a r f u g l i a r e [ V,IND,PST,1,SG,PFV ] INS(i) > $
^ < a v v i t a [ V,IND,PST,2,PL,IPFV ] DEL(r) e > $
^ < a v v i t a r [ V,IND,PST,2,PL,IPFV ] INS(vat) e > $
^ < p r e m e r e [ V,COND,2,SG ] INS(sti) > $
^ < p r e m u r [ V,POS,IMP,3,SG ] DEL(are) > $
^ < p r e m u r a r e [ V,POS,IMP,3,SG ] INS(i) > $
^ < a p p r e s t [ V,IND,FUT,2,SG ] INS(er) a r s i > $
^ < a p p r e s t a [ V,IND,FUT,2,SG ] DEL(rs) i > $
^ < r i s p e t t [ V,POS,IMP,3,SG ] DEL(ars) i > $
^ < c o g n o s c [ V,IND,PST,1,PL,PFV ] DEL(er) e > $
^ < c o g n o s c e r e [ V,IND,PST,1,PL,PFV ] INS(mmo) > $
^ < i r r i t a [ V.CVB,PRS ] DEL(re) > $
^ < i r r i t a r e [ V.CVB,PRS ] INS(ndo) > $
^ < s o r g i u n g e [ V,IND,PRS,2,PL ] DEL(r) e > $
^ < s o r g i u n g e r [ V,IND,PRS,2,PL ] INS(t) e > $
^ < r a d d o b b [ V,COND,2,PL ] DEL(a) r e > $
^ < r a d d o b b a [ V,COND,2,PL ] INS(e) r e > $
^ < r a d d o b b a r [ V,COND,2,PL ] INS(est) e > $
^ < i n c a p p [ V,IND,FUT,3,SG ] DEL(ar) e > $
^ < i n c a p p a r e [ V,IND,FUT,3,SG ] INS(rà) > $
^ < t r a n s v [ V,IND,PST,3,SG,PFV ] DEL(e) d e r e > $
^ < t r a n s v e [ V,IND,PST,3,SG,PFV ] INS(i) d e r e > $
^ < t r a n s v e d [ V,IND,PST,3,SG,PFV ] DEL(er) e > $
^ < r i p i e g a [ V,IND,PRS,3,SG ] DEL(re) > $
^ < p r e f i g g e r e [ V,COND,1,SG ] INS(i) > $
^ < p r e d i s p [ V,SBJV,PRS,3,PL ] INS(ongan) o r s i > $
^ < p r e d i s p o [ V,SBJV,PRS,3,PL ] DEL(rsi) > $
^ < t r a v e r s a [ V,IND,PST,2,SG,IPFV ] DEL(re) > $
^ < t r a v e r s a r e [ V,IND,PST,2,SG,IPFV ] INS(vi) > $
^ < a f f a c c h i n [ V,SBJV,PRS,2,SG ] DEL(are) > $
^ < a f f a c c h i n a r e [ V,SBJV,PRS,2,SG ] INS(i) > $
^ < s o t t a c [ V,IND,PST,2,SG,PFV ] DEL(er) e > $
^ < s o t t a c e r e [ V,IND,PST,2,SG,PFV ] INS(sti) > $
^ < a n d a [ V,SBJV,PST,3,PL ] DEL(r) s e n e > $
^ < a n d a r s [ V,SBJV,PST,3,PL ] DEL(en) e > $
^ < a n d a r s e n [ V,SBJV,PST,3,PL ] INS(s) e > $
^ < a n d a r s e n e [ V,SBJV,PST,3,PL ] INS(ro) > $
^ < i n c r e t i n i [ V,IND,PST,1,SG,PFV ] DEL(re) > $
^ < i n c r e t i n i r e [ V,IND,PST,1,SG,PFV ] INS(i) > $
^ < s v a l i g i [ V,SBJV,PRS,3,SG ] DEL(are) > $
^ < f a s c i [ V,SBJV,PRS,1,SG ] DEL(are) > $
^ < c o s t i t u i r [ V,COND,1,SG ] DEL(s) i > $
^ < c o s t i t u i r s [ V,COND,1,SG ] INS(e) i > $
^ < s p e c i a l i z z a [ V,IND,PRS,2,PL ] DEL(rsi) > $
^ < s p e c i a l i z z a r s i [ V,IND,PRS,2,PL ] INS(te) > $
^ < s t a b a c c a [ V,SBJV,PST,1,PL ] DEL(re) > $
^ < s t a b a c c a r e [ V,SBJV,PST,1,PL ] INS(ssimo) > $
^ < d i s s i m u l a [ V,SBJV,PST,3,SG ] DEL(r) e > $
^ < d i s s i m u l a r [ V,SBJV,PST,3,SG ] INS(ss) e > $
^ < s p e n z o l [ V,COND,2,PL ] DEL(a) r e > $
^ < s p e n z o l a [ V,COND,2,PL ] INS(e) r e > $
^ < s p e n z o l a r [ V,COND,2,PL ] INS(est) e > $
^ < i n c e r [ V,IND,FUT,1,PL ] DEL(a) r e > $
^ < i n c e r a [ V,IND,FUT,1,PL ] INS(e) r e > $
^ < i n c e r a r e [ V,IND,FUT,1,PL ] INS(mo) > $
^ < c o o p e r a [ V,IND,PST,2,SG,PFV ] DEL(re) > $
^ < c o o p e r a r e [ V,IND,PST,2,SG,PFV ] INS(sti) > $
^ < i n t e r l o q u [ V,IND,PRS,2,SG ] INS(isc) i r e > $
^ < i n t e r l o q u i [ V,IND,PRS,2,SG ] DEL(re) > $
^ < a b b a t t [ V,SBJV,PRS,3,SG ] DEL(ersi) > $
^ < a b b a t t e r s i [ V,SBJV,PRS,3,SG ] INS(a) > $
^ < d i l u n g [ V,IND,FUT,2,SG ] INS(her) a r s i > $
^ < d i l u n g a [ V,IND,FUT,2,SG ] DEL(rs) i > $
^ < b i l a n c i a [ V,POS,IMP,2,PL ] DEL(rs) i > $
^ < b i l a n c i a r s [ V,POS,IMP,2,PL ] INS(tev) i > $
^ < r i a b b o t t o n a [ V,IND,PST,1,PL,IPFV ] DEL(re) > $
^ < r i a b b o t t o n a r e [ V,IND,PST,1,PL,IPFV ] INS(vamo) > $
^ < v o t a [ V,IND,PST,2,PL,PFV ] DEL(r) s i > $
^ < v o t a r s [ V,IND,PST,2,PL,PFV ] DEL(i) > $
^ < v o t a r s i [ V,IND,PST,2,PL,PFV ] INS(te) > $
^ < a g g r o n d a [ V,IND,PRS,3,PL ] DEL(rsi) > $
^ < a g g r o n d a r s i [ V,IND,PRS,3,PL ] INS(no) > $
