^ < n ǟ [ V,ACT,FIN,IND,POS,FUT,PRF,PL,2 ] INS(nõ) d õ > $
^ < n ǟ d [ V,ACT,FIN,IND,POS,FUT,PRF,PL,2 ] DEL(õ) > $
^ < v ȱ l d [ V,ACT,FIN,IND,POS,FUT,PRF,PL,2 ] DEL(a) > $
^ < ī d õ k s s a d ā [ ADJ,SG,IN+ABL ] DEL(z) > $
^ < ī d õ k s s a d ā z [ ADJ,SG,IN+ABL ] INS(ndõst) > $
^ < a l ī z t a s [ N,SG,PRT ] INS(sõ) > $
^ < k ō d õ k s k i m d õ [ ADJ,SG,GEN ] DEL(z) > $
^ < k ō d õ k s k i m d õ z [ ADJ,SG,GEN ] INS(nd) > $
^ < k ū o r [ N,PL,IN+ALL ] DEL(a) > $
^ < k ū o r a [ N,PL,IN+ALL ] INS(iž) > $
^ < t u o i s t õ n [ ADJ,PL,PRT ] DEL(z) > $
^ < t u o i s t õ n z [ ADJ,PL,PRT ] INS(didi) > $
^ < m ǟ d l õ [ V,ACT,FIN,IND,NEG,PRS,PL,2 ] INS(t) > $
^ < k ȭ ļ i m k ū [ N,PL,GEN ] INS(d) > $
^ < n o v e m b õ r [ N,PL,PRT ] INS(i) > $
^ < k ī ņ ḑ õ ļ k ū [ N,PL,IN+ESS ] INS(ši) > $
^ < n e ļ ļ õ n d p ǟ v a [ N,SG,IN+ABL ] INS(st) > $
^ < s e i s m i [ ADJ,SG,GEN ] INS(z) > $
^ < a z ū m s õ n ā [ N,PL,GEN ] INS(d) > $
^ < m ī e [ N,SG,IN+ESS ] DEL(z) > $
^ < m ī e z [ N,SG,IN+ESS ] INS(sõ) > $
^ < k ō d õ k s s a d ā [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < k ō d õ k s s a d ā z [ ADJ,SG,IN+ESS ] INS(ndõs) > $
^ < j o u t õ m l [ N,SG,IN+ALL ] DEL(äpš) > $
^ < j o u t õ m l ä p š [ N,SG,IN+ALL ] INS(apsõ) > $
^ < j e l [ V,ACT,FIN,IND,NEG,PST,PL,1 ] DEL(lõ) > $
^ < j e l l õ [ V,ACT,FIN,IND,NEG,PST,PL,1 ] INS(ām) > $
^ < ī d õ k s m õ [ ADJ,PL,IN+ABL ] DEL(z) > $
^ < ī d õ k s m õ z [ ADJ,PL,IN+ABL ] INS(ndist) > $
^ < n ū o ŗ m ī e z [ N,SG,IN+ALL ] INS(õ) > $
^ < k ȭ ļ i m k ū [ N,SG,IN+ALL ] INS(zõ) > $
^ < n ū o ŗ i m i [ ADJ,PL,NOM ] INS(zt) > $
^ < k ū l õ [ V,ACT,FIN,IND,NEG,PRS,PL,1 ] INS(m) > $
^ < ā m b a z [ N,SG,INS ] INS(õks) > $
^ < b l ē ḑ [ ADJ,SG,DAT ] INS(õn) > $
^ < s e i s [ ADJ,SG,IN+ABL ] INS(õst) s a d ā z > $
^ < s e i s s a d ā [ ADJ,SG,IN+ABL ] DEL(z) > $
^ < s e i s s a d ā z [ ADJ,SG,IN+ABL ] INS(ndõst) > $
^ < k ī ņ ḑ õ ļ k ū [ N,SG,DAT ] INS(n) > $
^ < j e [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] DEL(l) l õ > $
^ < j e l l [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] INS(ām) õ > $
^ < j e l l õ [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] INS(st) > $
^ < b o ŗ [ N,PL,GEN ] INS(īd) > $
^ < l ǟ [ V,ACT,FIN,IND,NEG,PRS,SG,2 ] DEL(dõ) > $
^ < p o l ā k õ [ N,PL,NOM ] DEL(z) > $
^ < p o l ā k õ z [ N,PL,NOM ] INS(d) > $
^ < p ȯ i š k [ N,PL,PRT ] INS(iž) i > $
^ < k ū d õ [ ADJ,PL,DAT ] DEL(z) > $
^ < k ū d õ z [ ADJ,PL,DAT ] INS(ndõdõn) > $
^ < s a d ā [ ADJ,PL,PRT ] DEL(z) > $
^ < s a d ā z [ ADJ,PL,PRT ] INS(ndidi) > $
^ < t [ N,PL,PRT ] DEL(ōvaz) > $
^ < t ō v a z [ N,PL,PRT ] INS(ouvidi) > $
^ < a l ī z t a s [ N,PL,NOM ] INS(sõd) > $
^ < s a d ā [ ADJ,PL,DAT ] DEL(z) > $
^ < s a d ā z [ ADJ,PL,DAT ] INS(ndõdõn) > $
^ < i z ā [ N,SG,INS ] INS(ks) > $
^ < n ǟ [ V,ACT,FIN,DEB,POS,PRS,PL,2 ] DEL(d) õ > $
^ < n ǟ d [ V,ACT,FIN,DEB,POS,PRS,PL,2 ] INS(m) õ > $
^ < n ǟ d õ [ V,ACT,FIN,DEB,POS,PRS,PL,2 ] INS(st) > $
^ < ā i n a k ū [ N,SG,INS ] INS(kõks) > $
^ < k u o l m õ [ ADJ,PL,GEN ] DEL(z) > $
^ < k u o l m õ z [ ADJ,PL,GEN ] INS(ndõd) > $
^ < l ǟ [ V,LGSPEC3 ] DEL(d) õ > $
^ < l ǟ d [ V,LGSPEC3 ] INS(m) õ > $
^ < k ō d õ k s k i m d õ [ ADJ,PL,DAT ] DEL(z) > $
^ < k ō d õ k s k i m d õ z [ ADJ,PL,DAT ] INS(ndõdõn) > $
^ < n ū o ŗ m [ N,PL,IN+ABL ] DEL(īez) > $
^ < n ū o ŗ m ī e z [ N,PL,IN+ABL ] INS(ēšti) > $
^ < n o m i n a t ī v [ N,SG,INS ] INS(õks) > $
^ < k a š [ N,PL,IN+ABL ] INS(īst) > $
^ < a t r ā i t a n a [ N,PL,PRT ] INS(iž) i > $
^ < m u n ā d k u o ț [ N,SG,IN+ALL ] INS(țõ) > $
^ < t ī e p ǟ v a [ N,SG,INS ] INS(ks) > $
^ < v [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,2 ] DEL(ȱ) l d a > $
^ < v ȱ [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,2 ] INS(ȯ) l d a > $
^ < v ȱ l [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,2 ] INS(kõ) d a > $
^ < v ȱ l d [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,2 ] DEL(a) > $
^ < v ī m k ū [ N,PL,IN+ABL ] INS(šti) > $
^ < t ū o i z n a p [ N,SG,IN+ALL ] DEL(ǟva) > $
^ < t ū o i z n a p ǟ v a [ N,SG,IN+ALL ] INS(äuvõ) > $
^ < k u o d [ N,SG,DAT ] INS(dõn) > $
^ < l i l l a [ ADJ,SG,IN+ABL ] INS(st) > $
^ < k ū d t u o i s t õ n [ ADJ,PL,PRT ] DEL(z) > $
^ < k ū d t u o i s t õ n z [ ADJ,PL,PRT ] INS(didi) > $
^ < n i m s õ n ā [ N,PL,NOM ] INS(d) > $
^ < v ī m k ū [ N,SG,DAT ] INS(n) > $
^ < k ū d k i m d õ [ ADJ,SG,IN+ESS,LGSPEC6 ] DEL(z) > $
^ < k ū d k i m d õ z [ ADJ,SG,IN+ESS,LGSPEC6 ] INS(nds) > $
^ < l ī [ V,ACT,FIN,IND,POS,PRS,PL,3 ] INS(bõ) d õ > $
^ < l ī d [ V,ACT,FIN,IND,POS,PRS,PL,3 ] DEL(õ) > $
^ < r ō n t õ [ N,SG,INS ] DEL(z) > $
^ < r ō n t õ z [ N,SG,INS ] INS(ks) > $
^ < t [ V,ACT,FIN,IND,POS,PST,SG,3 ] DEL(ūlda) > $
^ < t ū l d a [ V,ACT,FIN,IND,POS,PST,SG,3 ] INS(uļ) > $
^ < a l ī z t a s [ N,PL,IN+ABL ] INS(sist) > $
^ < f e b r u a r [ N,SG,IN+ALL ] INS(õ) > $
^ < k [ N,PL,NOM ] DEL(ež) > $
^ < k e ž [ N,PL,NOM ] INS(ädūd) > $
^ < a n a l ō g i j [ N,SG,DAT ] INS(õn) > $
^ < l e š k [ N,PL,GEN ] INS(īd) > $
^ < k ō d õ k s s a d ā [ ADJ,SG,GEN ] DEL(z) > $
^ < k ō d õ k s s a d ā z [ ADJ,SG,GEN ] INS(nd) > $
^ < ū [ N,PL,DAT ] DEL(ļ) > $
^ < ū ļ [ N,PL,DAT ] INS(ldõn) > $
^ < a l [ ADJ,SG,PRT ] DEL(li) > $
^ < a l l i [ ADJ,SG,PRT ] INS(īzt) > $
^ < j e l l õ [ V,ACT,FIN,IND,POS,FUT,PRF,PL,1 ] INS(nd) > $
^ < p ǟ v a ī e [ N,SG,INS ] INS(kõks) > $
^ < ī d õ k s s a d ā [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < ī d õ k s s a d ā z [ ADJ,SG,IN+ESS ] INS(ndõs) > $
^ < a l l a t ī v [ N,SG,IN+ALL ] INS(õ) > $
^ < e ž ž õ m p ǟ v a [ N,PL,NOM ] INS(d) > $
^ < t [ N,PL,IN+ALL ] DEL(i) n t > $
^ < t i [ N,PL,IN+ALL ] INS(ī) n t > $
^ < t i n t [ N,PL,IN+ALL ] INS(iž) > $
^ < p ō r [ N,PL,GEN ] INS(õd) > $
^ < m ǟ d l õ [ V,ACT,FIN,IND,POS,PRS,SG,1 ] INS(b) > $
^ < s e i s [ ADJ,SG,IN+ABL,LGSPEC6 ] INS(õst) s a d ā z > $
^ < s e i s s a d ā [ ADJ,SG,IN+ABL,LGSPEC6 ] DEL(z) > $
^ < s e i s s a d ā z [ ADJ,SG,IN+ABL,LGSPEC6 ] INS(ndst) > $
^ < ī d õ k s m [ ADJ,SG,IN+ALL ] INS(õnd) õ z > $
^ < ī d õ k s m õ [ ADJ,SG,IN+ALL ] DEL(z) > $
^ < s a d ā [ ADJ,SG,INS ] DEL(z) > $
^ < s a d ā z [ ADJ,SG,INS ] INS(ndõks) > $
^ < m a i j [ N,SG,DAT ] INS(õn) > $
^ < o u g u s t [ N,PL,IN+ALL ] INS(iž) > $
^ < d e t s e m b õ r [ N,PL,IN+ESS ] INS(is) > $
^ < v ȱ n t [ N,PL,IN+ESS ] INS(si) s a > $
^ < v ȱ n t s [ N,PL,IN+ESS ] DEL(a) > $
^ < n e ļ ļ õ n d p [ N,PL,IN+ABL ] DEL(ǟva) > $
^ < n e ļ ļ õ n d p ǟ v a [ N,PL,IN+ABL ] INS(äuvšti) > $
^ < n [ V,ACT,FIN,QUOT,POS,PRS,SG,3 ] DEL(ǟdõ) > $
^ < n ǟ d õ [ V,ACT,FIN,QUOT,POS,PRS,SG,3 ] INS(ēji) > $
^ < r ō n t õ z [ N,SG,PRT ] INS(t) > $
^ < v ī m k ū [ N,PL,IN+ESS ] INS(ši) > $
^ < p i ņ [ N,PL,IN+ALL ] INS(īž) > $
^ < n ū o ŗ k a z ā m [ N,SG,DAT ] INS(õn) > $
^ < b r ī õ z [ N,SG,INS ] INS(õks) > $
^ < p ȯ i s [ N,SG,DAT ] INS(õn) > $
^ < ä m [ N,SG,IN+ALL ] INS(mõ) > $
^ < k ō d õ k s t u o i s t õ n [ ADJ,SG,PRT ] DEL(z) > $
^ < k ō d õ k s t u o i s t õ n z [ ADJ,SG,PRT ] INS(dt) > $
^ < m ō m ī e z [ N,SG,PRT ] INS(tõ) > $
^ < t [ V,ACT,FIN,IND,NEG,PRS,PL,3 ] DEL(ūlda) > $
^ < t ū l d a [ V,ACT,FIN,IND,NEG,PRS,PL,3 ] INS(õ) > $
^ < s e i s m õ z t u o i s t õ n [ ADJ,PL,PRT ] DEL(z) > $
^ < s e i s m õ z t u o i s t õ n z [ ADJ,PL,PRT ] INS(didi) > $
^ < n ē ļ a k i m d õ [ ADJ,PL,PRT ] DEL(z) > $
^ < n ē ļ a k i m d õ z [ ADJ,PL,PRT ] INS(ndidi) > $
^ < s u o [ N,SG,INS ] DEL(ŗ) m > $
^ < s u o ŗ [ N,SG,INS ] INS(r) m > $
^ < s u o ŗ m [ N,SG,INS ] INS(kõks) > $
^ < ā i n a k ū [ N,SG,DAT ] INS(n) > $
^ < p i ņ [ N,SG,PRT ] INS(ņõ) > $
^ < l [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] DEL(ǟd) õ > $
^ < l ǟ d [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] INS(ēm) õ > $
^ < l ǟ d õ [ V,ACT,FIN,DEB,POS,PRS,SG,1 ] INS(st) > $
^ < k u o l m k i m d õ [ ADJ,SG,IN+ABL,LGSPEC6 ] DEL(z) > $
^ < k u o l m k i m d õ z [ ADJ,SG,IN+ABL,LGSPEC6 ] INS(ndst) > $
^ < k i n ō [ N,SG,IN+ALL ] INS(z) > $
^ < n ǟ [ V,ACT,FIN,LGSPEC1,POS,PRS,SG,1 ] DEL(d) õ > $
^ < n ǟ d [ V,ACT,FIN,LGSPEC1,POS,PRS,SG,1 ] INS(g) õ > $
^ < k ū d t u o i s t õ n [ ADJ,PL,IN+ESS ] DEL(z) > $
^ < k ū d t u o i s t õ n z [ ADJ,PL,IN+ESS ] INS(dis) > $
^ < l ī [ V,ACT,FIN,IND,NEG,PST,PL,2 ] DEL(d) õ > $
^ < l ī d [ V,ACT,FIN,IND,NEG,PST,PL,2 ] INS(t) õ > $
^ < k u o d [ N,PL,INS ] INS(ūdõks) > $
^ < p [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,1 ] DEL(ānd) a > $
^ < p ā n d a [ V,ACT,FIN,LGSPEC1,POS,PRS,PL,1 ] INS(ngõd) > $
^ < p [ V,ACT,FIN,COND,POS,PRS,PL,2 ] DEL(ānd) a > $
^ < p ā n d a [ V,ACT,FIN,COND,POS,PRS,PL,2 ] INS(nkstõ) > $
^ < s e i s m õ [ ADJ,PL,IN+ALL ] DEL(z) > $
^ < s e i s m õ z [ ADJ,PL,IN+ALL ] INS(ndiž) > $
^ < l e š k n a i [ N,PL,NOM ] INS(zt) > $
^ < j e [ V,ACT,FIN,IND,POS,PRS,PL,3 ] DEL(l) l õ > $
^ < j e l l [ V,ACT,FIN,IND,POS,PRS,PL,3 ] INS(āb) õ > $
^ < j e l l õ [ V,ACT,FIN,IND,POS,PRS,PL,3 ] INS(d) > $
^ < k ū [ ADJ,SG,IN+ALL ] INS(dõn) d õ z > $
^ < k ū d õ [ ADJ,SG,IN+ALL ] DEL(z) > $
^ < t a s [ N,PL,GEN ] INS(sõd) > $
^ < m ǟ d l õ [ V,ACT,FIN,COND,NEG,PRS,SG,1 ] INS(ks) > $
^ < l ǟ [ V,ACT,FIN,IND,NEG,PRS,PL,1 ] DEL(dõ) > $
^ < l ǟ d õ [ V,ACT,FIN,IND,NEG,PRS,PL,1 ] INS(m) > $
^ < b o ŗ [ N,SG,IN+ESS ] INS(šõ) > $
^ < n ä d ī ļ [ N,PL,IN+ALL ] INS(iž) > $
^ < p [ V,ACT,FIN,IND,NEG,FUT,PRF,PL,3 ] DEL(ānd) a > $
^ < p ā n d a [ V,ACT,FIN,IND,NEG,FUT,PRF,PL,3 ] INS(nnõd) > $
^ < l ē ḑ k ū [ N,SG,IN+ABL ] INS(stõ) > $
^ < a l u m ī n i j [ N,SG,IN+ABL ] INS(stõ) > $
^ < l [ N,SG,IN+ESS ] DEL(äpš) > $
^ < l ä p š [ N,SG,IN+ESS ] INS(apsõs) > $
^ < p [ V,ACT,FIN,IND,NEG,FUT,PRF,SG,3 ] DEL(ā) n d a > $
^ < p ā [ V,ACT,FIN,IND,NEG,FUT,PRF,SG,3 ] INS(a) n d a > $
^ < p ā n d [ V,ACT,FIN,IND,NEG,FUT,PRF,SG,3 ] DEL(a) > $
^ < k n a š [ ADJ,PL,GEN ] INS(īd) > $
^ < k u o l m t u o i s t õ n [ ADJ,SG,IN+ESS,LGSPEC6 ] DEL(z) > $
^ < k u o l m t u o i s t õ n z [ ADJ,SG,IN+ESS,LGSPEC6 ] INS(ds) > $
^ < k ū d k i m d õ [ ADJ,PL,IN+ABL ] DEL(z) > $
^ < k ū d k i m d õ z [ ADJ,PL,IN+ABL ] INS(ndist) > $
^ < t ī e m i z s õ n ā [ N,PL,NOM ] INS(d) > $
^ < ā i n a k ū [ N,SG,IN+ALL ] INS(zõ) > $
^ < m ō m [ N,PL,IN+ABL ] DEL(īez) > $
^ < m ō m ī e z [ N,PL,IN+ABL ] INS(ēšti) > $
^ < p a r t i t ī v [ N,SG,IN+ESS,LGSPEC6 ] INS(õs) > $
^ < v ī d k i m d õ [ ADJ,PL,PRT ] DEL(z) > $
^ < v ī d k i m d õ z [ ADJ,PL,PRT ] INS(ndidi) > $
^ < k ō d õ k s t u o i s t õ n [ ADJ,PL,INS ] DEL(z) > $
^ < k ō d õ k s t u o i s t õ n z [ ADJ,PL,INS ] INS(dõdõks) > $
^ < n ē ļ a k i m [ ADJ,SG,IN+ALL ] INS(dõn) d õ z > $
^ < n ē ļ a k i m d õ [ ADJ,SG,IN+ALL ] DEL(z) > $
^ < a l ī z t a s [ N,PL,IN+ALL ] INS(siž) > $
^ < p ū o g a [ N,SG,IN+ESS ] INS(s) > $
^ < k [ N,SG,IN+ABL ] DEL(ež) > $
^ < k e ž [ N,SG,IN+ABL ] INS(ädstõ) > $
^ < v [ V,ACT,FIN,COND,NEG,PRS,SG,2 ] DEL(ȱlda) > $
^ < v ȱ l d a [ V,ACT,FIN,COND,NEG,PRS,SG,2 ] INS(ȯlkst) > $
^ < v ä r b [ N,SG,IN+ABL ] INS(stõ) > $
^ < p ȯ i š k i [ N,SG,INS ] INS(zõks) > $
^ < p a r t i t ī v [ N,SG,INS ] INS(õks) > $
^ < l i [ V,PASS,V.PTCP ] DEL(k) k õ > $
^ < l i k k [ V,PASS,V.PTCP ] INS(t) õ > $
^ < l i k k õ [ V,PASS,V.PTCP ] INS(d) > $
^ < t ū [ N,SG,IN+ALL ] DEL(ļ) > $
^ < t ū ļ [ N,SG,IN+ALL ] INS(lõ) > $
^ < s t a t s i j [ N,PL,PRT ] INS(ḑi) > $
^ < n [ V,ACT,FIN,IND,POS,PST,PL,3 ] DEL(ǟd) õ > $
^ < n ǟ d [ V,ACT,FIN,IND,POS,PST,PL,3 ] INS(eizt) õ > $
^ < ī d õ k s m õ [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < ī d õ k s m õ z [ ADJ,SG,IN+ESS ] INS(ndõs) > $
^ < s i ḑ ī m s õ n ā [ N,PL,DAT ] INS(dõn) > $
^ < k ū d t u o i s t õ n [ ADJ,SG,INS ] DEL(z) > $
^ < k ū d t u o i s t õ n z [ ADJ,SG,INS ] INS(dõks) > $
^ < n ē ļ a t u o i s t õ n [ ADJ,SG,IN+ABL,LGSPEC6 ] DEL(z) > $
^ < n ē ļ a t u o i s t õ n z [ ADJ,SG,IN+ABL,LGSPEC6 ] INS(dst) > $
^ < p r e p o z ī t s i j [ N,SG,DAT ] INS(õn) > $
^ < m ǟ d l [ V,ACT,FIN,IND,POS,PST,SG,1 ] DEL(õ) > $
^ < m ǟ d l õ [ V,ACT,FIN,IND,POS,PST,SG,1 ] INS(iz) > $
^ < p ō r [ N,SG,DAT ] INS(õn) > $
^ < [ V,ACT,FIN,IND,POS,PRS,PL,2 ] INS(tul) t ū l d a > $
^ < t [ V,ACT,FIN,IND,POS,PRS,PL,2 ] DEL(ūlda) > $
^ < ä b k n a š [ ADJ,SG,IN+ALL ] INS(šõ) > $
^ < l e š k n [ N,SG,PRT ] INS(āizt) a i > $
^ < l e š k n a [ N,SG,PRT ] DEL(i) > $
^ < k ū l õ [ V,ACT,FIN,IND,NEG,PST,PL,3 ] INS(t) > $
^ < l i k k [ V,ACT,FIN,QUOT,POS,PRS,SG,2 ] DEL(õ) > $
^ < l i k k õ [ V,ACT,FIN,QUOT,POS,PRS,SG,2 ] INS(iji) > $
^ < p o l ā k [ N,PL,PRT ] DEL(õz) > $
^ < p o l ā k õ z [ N,PL,PRT ] INS(idi) > $
^ < t u o i [ ADJ,SG,IN+ABL ] INS(zõst) > $
^ < t a s [ N,PL,PRT ] INS(sidi) > $
^ < l e š k n a i [ N,PL,INS ] INS(ztkõks) > $
^ < ī d õ k s t u o i s t õ n [ ADJ,SG,PRT ] DEL(z) > $
^ < ī d õ k s t u o i s t õ n z [ ADJ,SG,PRT ] INS(dt) > $
^ < k ō d k i m [ ADJ,SG,IN+ALL ] INS(dõn) d õ z > $
^ < k ō d k i m d õ [ ADJ,SG,IN+ALL ] DEL(z) > $
^ < ū d ā i g a s t   k ū [ N,SG,IN+ALL ] INS(zõ) > $
^ < a n a l ī z [ N,PL,PRT ] INS(idi) > $
^ < k a f f e [ N,SG,INS ] INS(ks) > $
^ < k i m m õ [ ADJ,SG,IN+ABL,LGSPEC6 ] DEL(z) > $
^ < k i m m õ z [ ADJ,SG,IN+ABL,LGSPEC6 ] INS(ndst) > $
^ < k ī ņ ḑ õ ļ k ū [ N,PL,IN+ABL ] INS(šti) > $
^ < a [ N,PL,IN+ESS ] DEL(l) l i t a s > $
^ < a l l [ N,PL,IN+ESS ] INS(īž) i t a s > $
^ < a l l i [ N,PL,IN+ESS ] INS(s) t a s > $
^ < a l l i t a [ N,PL,IN+ESS ] INS(ssi) s > $
^ < n ē ļ a s a d ā [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < n ē ļ a s a d ā z [ ADJ,SG,IN+ESS ] INS(ndõs) > $
^ < [ V,ACT,FIN,IMP,PRS,NEG,PL,2 ] DEL(tūld) a > $
^ < l ǟ [ V,ACT,FIN,IND,NEG,FUT,PRF,PL,3,LGSPEC5 ] INS(nõ) d õ > $
^ < l ǟ d [ V,ACT,FIN,IND,NEG,FUT,PRF,PL,3,LGSPEC5 ] DEL(õ) > $
^ < ȭ d õ g [ N,PL,DAT ] INS(õdõn) > $
^ < n o m i n a t ī v [ N,SG,PRT ] INS(õ) > $
^ < j ō ņ p ǟ v a   k ū [ N,PL,GEN ] INS(d) > $
^ < s i g ž k ū [ N,SG,IN+ABL ] INS(stõ) > $
^ < a ž ā s õ n ā [ N,PL,GEN ] INS(d) > $
^ < a ž ā s õ n ā [ N,SG,INS ] INS(ks) > $
^ < o k t ō b õ r [ N,PL,INS ] INS(dõks) > $
^ < a l ī [ ADJ,PL,IN+ABL ] DEL(z) > $
^ < a l ī z [ ADJ,PL,IN+ABL ] INS(žist) > $
^ < l [ N,SG,DAT ] DEL(äpš) > $
^ < l ä p š [ N,SG,DAT ] INS(apsõn) > $
^ < j ō ņ p ǟ v a   k ū [ N,PL,NOM ] INS(d) > $
^ < l ē ḑ k ū [ N,PL,DAT ] INS(dõn) > $
^ < k ī l m a k ū [ N,SG,IN+ESS ] INS(sõ) > $
^ < t i d ā r [ N,SG,IN+ABL,LGSPEC6 ] INS(st) > $
^ < k n a š [ ADJ,SG,DAT ] INS(šõn) > $
^ < k u o l m k i m d õ [ ADJ,SG,IN+ABL ] DEL(z) > $
^ < k u o l m k i m d õ z [ ADJ,SG,IN+ABL ] INS(ndõst) > $
^ < l i k k õ [ V,ACT,FIN,LGSPEC1,NEG,PRS,PL,1 ] INS(gõd) > $
^ < j e l [ V,ACT,FIN,QUOT,POS,PRS,PL,3 ] DEL(lõ) > $
^ < j e l l õ [ V,ACT,FIN,QUOT,POS,PRS,PL,3 ] INS(ājid) > $
^ < t ū o n t õ [ ADJ,PL,DAT ] DEL(z) > $
^ < t ū o n t õ z [ ADJ,PL,DAT ] INS(ndõdõn) > $
^ < o k t ō b õ r [ N,SG,DAT ] INS(õn) > $
^ < k ō d õ k s t u o i s t õ n [ ADJ,PL,IN+ALL ] DEL(z) > $
^ < k ō d õ k s t u o i s t õ n z [ ADJ,PL,IN+ALL ] INS(diž) > $
^ < l ǟ [ V,ACT,FIN,COND,NEG,PRS,PL,1 ] DEL(d) õ > $
^ < l ǟ d [ V,ACT,FIN,COND,NEG,PRS,PL,1 ] INS(ksm) õ > $
^ < n ū o ŗ i m [ ADJ,SG,INS ] INS(õks) > $
^ < n ū o [ ADJ,SG,IN+ALL ] DEL(ŗ) > $
^ < n ū o ŗ [ ADJ,SG,IN+ALL ] INS(rõ) > $
^ < a l l i [ N,PL,NOM ] INS(zt) t a s > $
^ < a l l i t a s [ N,PL,NOM ] INS(sõd) > $
^ < p r e p o z ī t s i j [ N,PL,GEN ] INS(d) > $
^ < j ō ņ p ǟ v a   k ū [ N,SG,DAT ] INS(n) > $
^ < k ō d t u o i s t õ n [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < k ō d t u o i s t õ n z [ ADJ,SG,IN+ESS ] INS(dõs) > $
^ < s u o [ N,SG,GEN ] DEL(ŗ) m > $
^ < s u o ŗ [ N,SG,GEN ] INS(r) m > $
^ < n ū o ŗ k a z ā m [ N,SG,IN+ESS,LGSPEC6 ] INS(s) > $
^ < n ǟ [ V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC5 ] INS(nõ) d õ > $
^ < n ǟ d [ V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC5 ] DEL(õ) > $
^ < k ō d õ k s k i m d õ [ ADJ,SG,IN+ESS,LGSPEC6 ] DEL(z) > $
^ < k ō d õ k s k i m d õ z [ ADJ,SG,IN+ESS,LGSPEC6 ] INS(nds) > $
^ < t u o i [ ADJ,PL,IN+ABL ] INS(žist) > $
^ < s õ z ā r [ N,PL,INS ] INS(dõks) > $
^ < s e i s m õ [ ADJ,PL,PRT ] DEL(z) > $
^ < s e i s m õ z [ ADJ,PL,PRT ] INS(ndidi) > $
^ < s t a t s i j [ N,PL,IN+ESS ] INS(ši) > $
^ < [ V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC5 ] DEL(vȱ) l d a > $
^ < v ȱ l d [ V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC5 ] DEL(a) > $
^ < v e ļ [ N,SG,IN+ABL ] INS(štõ) > $
^ < p ȯ i [ N,SG,INS ] INS(sõk) s > $
^ < n i m s õ n [ N,SG,PRT ] DEL(ā) > $
^ < n i m s õ n ā [ N,SG,PRT ] INS(nõ) > $
^ < s e i s t u o i s t õ n [ ADJ,SG,IN+ESS ] DEL(z) > $
^ < s e i s t u o i s t õ n z [ ADJ,SG,IN+ESS ] INS(dõs) > $
^ < s [ N,PL,PRT ] DEL(īlma) > $
^ < s ī l m a [ N,PL,PRT ] INS(iļmi) > $
^ < m a i j [ N,PL,NOM ] INS(d) > $
^ < i l l a t ī v [ N,SG,IN+ESS,LGSPEC6 ] INS(õs) > $
^ < t a s [ N,PL,NOM ] INS(sõd) > $
^ < k u o l m i [ ADJ,SG,DAT ] INS(zõn) > $
^ < j o u t õ m l [ N,SG,IN+ESS ] DEL(äpš) > $
^ < j o u t õ m l ä p š [ N,SG,IN+ESS ] INS(apsõs) > $
^ < t i n t [ N,SG,IN+ALL ] INS(õ) > $
^ < m ǟ d l õ [ V,ACT,FIN,IND,POS,PRS,PL,3 ] INS(bõd) > $
^ < k ū d k i m d õ [ ADJ,PL,INS ] DEL(z) > $
^ < k ū d k i m d õ z [ ADJ,PL,INS ] INS(ndõdõks) > $
^ < n ǟ [ V,ACT,FIN,IND,NEG,PRS,PL,2 ] DEL(d) õ > $
^ < n ǟ d [ V,ACT,FIN,IND,NEG,PRS,PL,2 ] INS(t) õ > $
^ < n ē ļ a t u o i s t õ n [ ADJ,PL,INS ] DEL(z) > $
^ < n ē ļ a t u o i s t õ n z [ ADJ,PL,INS ] INS(dõdõks) > $
^ < n e i t š k i [ N,PL,IN+ABL ] INS(žist) > $
^ < r ō z a [ ADJ,SG,IN+ABL ] INS(st) > $
^ < n ǟ [ V,ACT,FIN,DEB,POS,PRS,SG,2 ] DEL(d) õ > $
^ < n ǟ d [ V,ACT,FIN,DEB,POS,PRS,SG,2 ] INS(m) õ > $
^ < n ǟ d õ [ V,ACT,FIN,DEB,POS,PRS,SG,2 ] INS(st) > $
^ < t [ N,PL,NOM ] DEL(i) n t > $
^ < t i [ N,PL,NOM ] INS(ī) n t > $
^ < t i n t [ N,PL,NOM ] INS(õd) > $
